Area Name,Daily Min Temp,Daily Max Temp,Daily Avg Temp,Total Precipitation,Relative Humidity,Water Bodies,Population Density,Day Length,Urban / Rural Area,Forested Area,Crop Area,Graze Land Area,Habitable
845,17.62,30.78,24.2,6.48,75.72,0,7534,13.86,0,0,0,1,0
856,25.36,39.22,32.29,76.27,56.34,1,7420,10.33,0,1,0,0,1
867,20.8,26.67,23.73,42.74,54.48,0,9744,13.61,0,1,1,0,0
878,29.05,39.43,34.24,62.66,66.18,0,635,13.38,0,1,1,1,1
890,17.06,31.2,24.13,72.76,43.96,0,7600,13.57,1,1,1,1,0
901,20.12,29.0,24.56,67.93,45.88,1,1800,10.02,1,0,0,0,0
912,16.7,30.0,23.35,47.05,48.79,0,7139,12.97,1,1,0,0,0
923,28.87,35.21,32.04,38.79,78.74,1,9755,12.2,0,1,0,0,1
934,28.16,42.51,35.34,37.6,65.69,1,7214,12.29,1,1,0,0,1
945,18.87,31.38,25.13,64.0,40.53,0,7569,11.88,1,0,0,0,0
956,24.9,39.31,32.11,49.48,73.68,0,6592,12.97,1,1,1,0,0
967,27.26,39.02,33.14,84.91,61.18,0,4444,14.0,0,1,1,1,1
978,23.33,31.96,27.65,87.47,65.54,0,2071,12.84,0,0,1,0,0
989,22.94,37.33,30.14,17.06,50.71,1,9744,12.71,1,0,0,0,0
1001,18.63,26.38,22.51,13.62,67.59,0,9885,12.62,1,1,0,0,0
1012,16.4,24.72,20.56,63.04,88.96,0,812,12.78,1,1,0,1,0
1023,28.46,40.47,34.46,30.12,43.67,0,3755,11.37,0,1,1,0,0
1034,28.51,41.16,34.83,1.86,54.2,0,6341,11.28,0,1,1,0,0
1045,24.5,38.79,31.64,88.86,52.15,0,6572,13.14,1,0,1,0,0
1056,20.09,27.13,23.61,22.69,52.43,0,7860,10.21,0,1,1,1,1
1067,20.24,33.22,26.73,92.93,58.94,1,9740,13.04,1,1,1,0,1
1078,25.89,38.27,32.08,71.74,80.91,0,3748,13.26,0,1,1,1,1
1089,28.46,34.09,31.28,76.27,85.64,0,5224,12.09,1,0,1,1,0
1100,28.31,37.18,32.74,20.15,50.11,1,8750,13.64,0,1,0,0,1
1113,26.7,34.53,30.61,23.42,67.15,1,2943,11.89,0,1,1,1,1
1124,24.63,32.68,28.65,52.13,71.84,0,8073,10.71,0,0,1,0,0
1135,16.26,31.09,23.68,17.21,66.09,0,692,11.45,0,0,1,0,0
1146,17.42,28.85,23.14,30.54,61.7,0,597,13.62,0,1,0,0,0
1157,28.48,40.66,34.57,32.15,49.6,0,2234,13.97,1,1,1,1,0
1168,24.1,38.86,31.48,15.96,64.41,1,2549,11.69,0,1,1,0,1
1179,15.14,23.91,19.52,20.52,60.06,0,5512,10.67,1,1,0,1,0
1190,16.52,29.54,23.03,78.86,79.78,1,7548,11.15,0,1,0,1,1
1201,24.95,34.3,29.63,16.72,78.18,0,4392,12.21,0,1,1,1,1
1212,15.08,28.77,21.92,2.85,46.7,0,126,12.29,1,0,0,0,0
1224,17.41,24.22,20.82,62.94,44.43,0,2353,12.52,1,0,0,1,0
1235,23.23,37.71,30.47,97.6,85.41,0,3742,13.34,1,0,0,0,0
1246,25.38,32.57,28.97,33.12,66.78,0,3755,12.84,0,0,0,1,0
1257,24.78,33.04,28.91,11.87,82.89,0,9575,11.04,1,0,1,0,0
1268,18.36,30.93,24.65,57.04,42.91,0,1186,11.58,1,1,0,0,0
1279,25.68,34.62,30.15,90.64,66.33,1,8122,13.36,1,1,0,1,1
1290,18.56,29.64,24.1,78.41,66.97,0,2115,12.53,1,1,1,0,0
1301,19.88,29.33,24.6,62.25,83.04,1,5167,10.67,0,0,1,0,1
1312,26.2,38.62,32.41,31.51,44.88,0,7223,11.3,0,0,1,1,0
1323,24.74,32.03,28.39,54.19,52.02,1,7184,13.16,0,0,0,1,1
1335,27.74,33.32,30.53,9.12,60.33,1,9199,10.69,1,1,1,1,1
1346,24.86,32.86,28.86,67.89,83.29,0,3563,12.76,1,0,1,1,0
1357,23.52,33.27,28.4,72.51,86.94,1,4441,12.25,1,0,0,1,1
1368,16.41,23.09,19.75,96.5,89.64,0,6521,10.59,0,0,1,1,0
1379,20.52,29.06,24.79,26.04,87.96,1,4567,12.76,1,1,1,0,1
1390,18.98,27.98,23.48,1.85,40.3,0,9100,10.57,1,1,1,0,0
1401,18.66,24.23,21.45,54.56,42.39,0,2996,11.59,0,0,1,0,0
1412,29.6,40.43,35.01,70.68,47.38,0,3228,11.23,0,0,1,1,0
1423,20.9,34.74,27.82,79.04,57.44,0,4355,12.76,1,0,1,1,0
1434,28.38,34.9,31.64,19.37,81.5,0,9442,13.13,0,0,0,1,0
1446,24.47,35.45,29.96,26.18,84.63,1,6980,10.67,0,1,1,0,1
1457,26.92,38.57,32.75,51.26,49.34,1,1434,13.25,0,0,1,0,1
1468,22.54,31.73,27.14,33.06,70.98,0,8809,10.03,0,0,1,0,0
1479,23.65,35.66,29.66,86.05,85.87,1,7178,12.12,0,0,1,1,1
1490,22.39,31.5,26.94,47.38,63.19,1,1388,12.07,1,1,1,1,1
1501,17.93,27.98,22.95,79.96,45.18,0,9037,12.5,0,1,1,0,0
1512,25.84,30.91,28.37,58.06,62.89,0,5747,10.96,1,0,1,1,0
1523,19.21,31.13,25.17,77.31,58.79,0,6028,10.04,0,1,1,1,1
1534,15.36,26.98,21.17,33.27,68.88,1,4902,11.82,1,0,0,0,0
1545,24.68,30.07,27.37,83.14,61.93,1,797,10.29,0,1,0,1,1
1557,17.66,26.34,22.0,27.46,40.87,0,574,13.57,1,0,1,1,0
1568,29.11,43.9,36.5,54.61,89.7,0,7796,10.69,0,0,1,1,0
1579,29.31,38.52,33.91,21.4,67.18,1,6632,11.7,0,1,0,1,1
1590,28.72,38.74,33.73,47.55,63.68,1,8802,11.74,0,1,0,0,1
1601,20.55,34.65,27.6,31.82,87.73,1,8829,12.21,0,1,0,1,1
1612,15.23,27.4,21.32,26.67,47.79,0,3044,13.13,0,1,1,0,0
1623,28.92,39.75,34.34,96.7,49.46,0,5732,11.89,1,0,1,0,0
1634,21.42,34.4,27.91,16.01,80.4,0,5484,10.1,0,0,0,1,0
1645,29.5,43.14,36.32,78.73,53.04,0,1466,13.08,0,1,0,0,0
1656,29.45,39.02,34.24,98.42,79.96,1,1161,10.33,0,0,0,1,1
1668,27.8,37.55,32.67,1.99,53.58,0,2407,12.57,0,1,0,1,0
1679,19.42,28.28,23.85,69.9,41.66,1,407,13.21,0,0,0,1,1
1690,20.78,35.44,28.11,25.29,65.85,0,9288,11.13,0,0,0,1,0
1701,27.77,39.74,33.75,4.05,49.83,1,9576,11.8,1,1,0,0,1
1712,19.75,25.59,22.67,40.29,77.89,0,9421,10.06,0,0,1,0,0
1723,17.54,31.17,24.36,93.52,72.06,0,403,13.22,1,0,0,0,0
1734,23.35,33.16,28.25,1.18,86.18,0,6586,12.81,0,1,1,1,1
1745,29.04,34.73,31.89,58.79,79.15,0,5666,10.93,0,0,1,1,0
1756,25.44,35.94,30.69,50.14,49.04,1,5257,11.56,1,1,0,0,1
1767,23.55,32.72,28.14,87.34,80.01,0,3991,12.78,0,0,0,1,0
1779,16.46,30.24,23.35,8.4,72.09,0,9146,11.43,0,1,1,0,1
1790,24.23,31.27,27.75,68.15,73.45,1,5824,10.65,1,0,1,1,1
1801,29.85,43.12,36.48,68.01,81.61,1,6380,12.07,1,0,1,0,1
1812,17.1,27.68,22.39,66.91,68.69,0,5450,12.89,0,1,1,0,1
1823,22.77,28.32,25.55,94.23,63.3,1,9109,11.28,0,1,1,0,1
1834,28.16,42.88,35.52,82.31,71.83,0,9264,10.49,0,0,1,0,0
1845,26.11,36.24,31.17,4.2,54.9,0,4233,13.32,1,0,0,1,0
1856,25.46,33.36,29.41,47.11,49.13,0,9470,11.01,1,1,1,0,0
1867,25.54,35.23,30.38,39.8,70.83,0,204,12.05,1,0,0,0,0
1878,20.39,33.97,27.18,31.01,51.69,0,8546,12.77,1,0,0,1,0
1890,19.4,27.45,23.43,45.13,44.0,0,7671,11.27,0,0,0,0,0
1901,27.14,34.07,30.6,38.42,40.03,0,6701,12.59,0,1,0,0,0
1912,27.15,33.44,30.3,43.23,70.42,1,6771,11.84,1,0,0,1,1
1923,28.01,35.98,32.0,97.93,58.11,0,8882,12.28,0,0,0,0,0
1934,28.7,41.5,35.1,8.86,77.62,1,8816,12.36,0,0,0,1,1
1945,22.67,32.39,27.53,92.22,58.76,1,8661,13.3,0,1,1,0,1
1956,22.52,29.8,26.16,48.02,64.3,0,3063,12.63,1,0,0,1,0
1967,26.97,33.64,30.31,62.37,60.35,0,8955,11.06,1,1,1,0,0
1978,24.75,33.08,28.91,83.02,72.53,0,789,10.24,0,0,1,1,0
1989,25.53,39.93,32.73,36.05,57.81,1,6843,10.01,0,0,1,1,1
2001,26.94,35.37,31.15,43.04,88.19,0,2688,13.62,0,1,0,1,1
2012,28.35,43.23,35.79,40.95,86.81,0,1635,13.77,0,1,0,0,0
2023,20.07,29.92,25.0,37.47,82.4,1,2128,10.38,1,0,0,1,1
2034,20.63,27.43,24.03,92.55,86.02,0,1956,11.95,1,1,1,0,0
2045,16.41,30.32,23.37,82.89,62.46,0,3286,10.61,1,1,0,0,0
2056,23.67,33.28,28.48,10.9,66.82,0,2869,13.79,0,1,1,1,1
2067,15.54,27.64,21.59,10.81,77.1,1,6185,10.99,1,0,0,0,0
2078,21.98,36.82,29.4,42.79,74.81,1,6586,12.01,0,0,1,0,1
2089,23.14,28.64,25.89,9.87,84.53,0,7341,10.66,1,0,0,0,0
2100,19.3,25.27,22.28,61.91,75.82,0,3087,11.33,1,0,1,0,0
2112,23.86,36.07,29.96,14.37,89.89,1,8235,11.07,1,1,1,0,1
2123,15.46,23.28,19.37,52.24,57.43,1,6190,11.9,0,1,0,1,1
2134,15.56,22.4,18.98,0.72,81.65,1,9440,11.68,0,1,0,1,1
2145,27.34,32.73,30.04,31.66,74.88,0,880,11.32,1,0,0,1,0
2156,20.4,25.62,23.01,67.72,74.57,1,4505,10.42,0,1,1,1,1
2167,16.91,29.65,23.28,48.4,56.29,0,2253,11.94,0,1,1,0,0
2178,22.83,29.18,26.01,97.83,79.28,0,8847,13.4,0,0,0,0,0
2189,26.55,36.23,31.39,87.41,85.02,1,3396,12.92,0,0,0,0,1
2200,18.24,29.3,23.77,35.91,50.93,0,3413,12.88,0,1,0,1,0
2211,24.34,33.63,28.99,4.55,71.27,1,4592,11.46,0,1,0,1,1
2224,16.28,21.55,18.92,84.56,59.61,0,6396,12.83,0,0,0,0,0
2235,15.78,28.61,22.19,91.12,89.48,1,2683,11.86,0,0,0,1,1
2246,22.97,28.08,25.52,82.06,63.94,0,3143,10.6,1,1,0,1,0
2257,23.11,35.73,29.42,12.79,51.42,0,7669,11.68,1,1,1,1,0
2268,24.56,38.49,31.53,99.79,59.09,0,6079,10.53,0,1,1,0,0
2279,25.89,35.22,30.56,25.86,72.69,0,1269,10.46,1,1,0,0,0
2290,29.64,39.99,34.82,72.42,43.8,1,3362,10.09,1,0,0,1,0
2301,22.74,32.51,27.63,90.8,70.18,0,7136,11.13,0,0,1,1,0
2312,19.84,28.74,24.29,23.57,86.56,0,6826,11.32,0,1,0,1,1
2323,26.93,40.8,33.86,90.83,82.52,0,4122,12.8,0,1,0,1,1
2335,19.06,33.0,26.03,30.95,43.38,1,8492,12.15,0,1,0,0,1
2346,21.58,29.94,25.76,97.64,89.67,0,1990,13.43,1,1,1,0,0
2357,16.18,27.33,21.75,28.13,74.94,0,8303,10.71,0,1,0,1,1
2368,15.38,29.65,22.51,95.34,48.11,0,5271,11.06,0,1,1,1,1
2379,29.44,44.06,36.75,5.35,40.62,1,9617,13.76,1,0,0,0,0
2390,27.54,37.63,32.58,70.93,48.56,0,6764,11.78,1,1,0,1,0
2401,25.44,34.97,30.2,53.21,81.91,0,7407,13.16,0,0,1,1,0
2412,21.13,28.92,25.03,47.79,41.08,1,6343,11.97,1,0,0,1,0
2423,17.6,32.19,24.89,22.35,51.66,0,3656,11.88,0,0,0,0,0
2434,17.35,23.77,20.56,70.56,77.87,0,7404,10.59,0,1,1,0,1
2446,18.75,29.55,24.15,19.08,69.31,1,5066,13.4,1,1,0,1,1
2457,23.24,31.06,27.15,55.28,79.14,0,465,10.31,0,0,1,1,0
2468,25.72,33.51,29.61,25.32,77.31,0,8151,11.24,0,1,1,1,1
2479,24.9,33.95,29.43,95.56,42.53,0,756,12.69,1,1,0,0,0
2490,19.2,34.19,26.69,2.86,84.63,1,8452,12.03,1,1,0,0,1
2501,29.32,34.87,32.1,19.97,51.35,0,8466,13.53,1,1,0,0,0
2512,26.07,36.85,31.46,24.23,67.67,0,3570,10.16,0,0,1,0,0
2523,23.32,29.14,26.23,41.41,72.21,0,4160,12.6,1,0,1,1,0
2534,24.18,30.72,27.45,23.27,48.43,1,5699,11.91,1,0,1,0,0
2545,21.29,30.69,25.99,49.13,88.81,0,644,10.62,1,1,0,0,0
2557,18.72,28.82,23.77,87.25,64.41,0,6526,12.97,1,1,1,0,0
2568,20.34,27.93,24.13,71.21,42.88,0,1861,11.65,0,1,0,0,0
